iter	RMSE
742	3.435923744
743	3.435529753
744	3.432347107
745	3.431352995
746	3.429767669
747	3.42809905
748	3.42581528
749	3.424875016
750	3.42204492
751	3.419124112
752	3.418415658
753	3.415480479
754	3.412445683
755	3.412328827
756	3.411007456
757	3.408352382
758	3.407787149
759	3.406146628
760	3.404721821
761	3.402504636
762	3.401010981
763	3.398895562
764	3.3966386
765	3.395840152
766	3.393700628
767	3.393419418
768	3.391086556
769	3.390046849
770	3.387660737
771	3.385884723
772	3.384765929
773	3.382209344
774	3.381406861
775	3.37993597
776	3.379833143
777	3.37780606
778	3.375843258
779	3.374669394
780	3.374353589
781	3.373418864
782	3.370108224
783	3.368397737
784	3.366411105
785	3.365753402
786	3.365541823
787	3.36364436
788	3.362393059
789	3.360813837
790	3.359344846
791	3.357479273
792	3.355573403
793	3.355058587
794	3.353265863
795	3.351937146
796	3.349228571
797	3.348427807
798	3.348006268
799	3.347058449
800	3.345018301
801	3.343811978
802	3.341528892
803	3.33879975
804	3.338477437
805	3.336663315
806	3.336314384
807	3.335282706
808	3.331477453
809	3.331364089
810	3.330856557
811	3.327883613
812	3.327682013
813	3.326635321
814	3.324675497
815	3.323756394
816	3.320353549
817	3.319234292
818	3.31852092
819	3.31623056
820	3.314480474
821	3.313985521
822	3.313752446
823	3.310919644
824	3.310697191
825	3.309078378
826	3.307301479
827	3.305184212
828	3.304918913
829	3.304687252
830	3.30447635
831	3.302551927
832	3.30181869
833	3.30109033
834	3.300700847
835	3.297199733
836	3.296472424
837	3.295541738
838	3.294107314
839	3.29311138
840	3.289661822
841	3.289137921
842	3.288133593
843	3.287356022
844	3.284770495
845	3.283710909
846	3.283603989
847	3.282630981
848	3.281501109
849	3.28137601
850	3.28061471
851	3.279027297
852	3.278463196
853	3.277074851
854	3.276602794
855	3.275195431
856	3.275024745
857	3.27433895
858	3.274192594
859	3.273365121
860	3.270963276
861	3.269264005
862	3.266831715
863	3.26635268
864	3.264706185
865	3.26340321
866	3.261670777
867	3.261261408
868	3.259523485
869	3.259078561
870	3.256358611
871	3.255427932
872	3.25369586
873	3.252120522
874	3.251778391
875	3.250585589
876	3.250001284
877	3.246575085
878	3.245614988
879	3.243049036
880	3.241966552
881	3.24183226
882	3.23982421
883	3.237850835
884	3.236073826
885	3.235044384
886	3.233812258
887	3.232708117
888	3.232244182
889	3.230083691
890	3.228502134
891	3.226722966
892	3.224955785
893	3.22265792
894	3.220570235
895	3.218037536
896	3.216866286
897	3.216211696
898	3.216101753
899	3.214747597
900	3.214141233
901	3.212236533
902	3.211481765
903	3.209288813
904	3.209118344
905	3.207217698
906	3.205095597
907	3.204988674
908	3.203697086
909	3.201972471
910	3.201615685
911	3.200743163
912	3.199962968
913	3.198821887
914	3.197700534
915	3.197298003
916	3.194618513
917	3.193336955
918	3.191625214
919	3.189016165
920	3.188845669
921	3.18765461
922	3.186866041
923	3.186005784
924	3.184844299
925	3.182864963
926	3.1812794
927	3.180850706
928	3.179738895
929	3.176907907
930	3.175649995
931	3.174081805
932	3.172035564
933	3.171709669
934	3.171617044
935	3.171395186
936	3.170050699
937	3.16882736
938	3.166731477
939	3.165448071
940	3.164479161
941	3.161859456
942	3.160521248
943	3.159282538
944	3.158080303
945	3.156412278
946	3.155251328
947	3.153634037
948	3.151996666
949	3.150761018
950	3.150618263
951	3.150466742
952	3.147822639
953	3.146690653
954	3.145370346
955	3.143658922
956	3.143608389
957	3.142230372
958	3.139641118
959	3.138003346
960	3.136496376
961	3.136100681
962	3.136036324
963	3.135880528
964	3.134348131
965	3.132477751
966	3.131312505
967	3.13008838
968	3.12769119
969	3.126456688
970	3.125797067
971	3.124170956
972	3.122384312
973	3.120285811
974	3.119520649
975	3.118272326
976	3.116722674
977	3.11656062
978	3.115518897
979	3.114053223
980	3.112359206
981	3.110516778
982	3.109418466
983	3.108126585
984	3.107430187
985	3.106905126
986	3.106072248
987	3.103800933
988	3.102072243
989	3.101356021
990	3.101273127
991	3.099963534
992	3.098053459
993	3.097031618
994	3.096028194
995	3.094477831
996	3.093458913
997	3.092022966
998	3.089988955
999	3.089169992
